checking_status,duration_months,credit_history,purpose,credit_amount,savings_status,employment,installment_rate,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,credit_risk
no_account,4,delayed,other,16572,>=1000,<1,1,female_single,none,3,real_estate,49,stores,rent,3,skilled,2,yes,no,Bad
0<=X<200,11,critical,business,14999,<100,>=7,4,female_single,co_applicant,3,car,41,none,rent,2,skilled,2,no,no,Bad
no_account,32,critical,other,7218,>=1000,unemployed,2,male_single,none,1,real_estate,33,bank,own,4,unskilled,2,yes,no,Good
no_account,58,critical,radio_tv,19407,<100,>=7,2,male_single,none,4,car,28,bank,own,1,skilled,2,yes,yes,Bad
0<=X<200,6,all_paid,education,13846,>=1000,4<=X<7,4,male_married,co_applicant,3,real_estate,49,stores,rent,3,unskilled,1,yes,no,Bad
>=200,35,existing_paid,business,1950,100<=X<500,unemployed,2,male_single,none,1,life_insurance,23,bank,rent,1,unskilled,1,no,no,Bad
no_account,13,critical,car,2950,100<=X<500,4<=X<7,3,male_single,guarantor,4,no_property,52,bank,free,2,skilled,1,yes,no,Good
0<=X<200,37,critical,education,12071,unknown,unemployed,4,male_married,none,3,real_estate,50,bank,free,2,highly_skilled,2,yes,yes,Bad
<0,58,all_paid,car,18281,>=1000,>=7,3,male_single,co_applicant,2,car,35,stores,rent,4,management,1,no,yes,Bad
>=200,35,all_paid,other,5770,500<=X<1000,<1,3,male_single,guarantor,2,car,54,none,rent,2,skilled,1,yes,no,Good
<0,53,critical,furniture,11760,unknown,1<=X<4,1,male_married,guarantor,4,no_property,30,none,own,3,highly_skilled,1,yes,no,Bad
<0,10,no_credit,education,3937,100<=X<500,<1,3,female_married,none,2,real_estate,27,bank,rent,4,unskilled,1,yes,no,Good
0<=X<200,11,critical,other,17230,>=1000,>=7,1,female_married,co_applicant,4,life_insurance,54,none,free,3,highly_skilled,1,yes,no,Bad
no_account,68,critical,car,9087,unknown,unemployed,2,male_single,none,1,real_estate,43,none,own,1,skilled,1,no,yes,Bad
0<=X<200,60,all_paid,radio_tv,15205,>=1000,<1,2,male_single,none,1,real_estate,63,stores,free,3,skilled,2,yes,yes,Bad
0<=X<200,70,all_paid,radio_tv,11531,100<=X<500,>=7,1,male_married,co_applicant,3,no_property,34,stores,free,3,highly_skilled,2,yes,yes,Bad
0<=X<200,62,critical,furniture,14167,unknown,4<=X<7,3,male_married,co_applicant,4,real_estate,18,bank,own,2,skilled,2,no,no,Bad
0<=X<200,57,critical,education,5007,100<=X<500,1<=X<4,4,female_married,none,3,life_insurance,42,bank,free,1,management,1,yes,yes,Bad
>=200,70,critical,education,13295,<100,<1,4,female_single,guarantor,3,car,51,bank,rent,2,highly_skilled,2,yes,no,Bad
no_account,54,all_paid,education,9162,100<=X<500,unemployed,1,male_single,none,1,no_property,56,stores,free,1,unskilled,2,no,no,Bad
<0,11,critical,other,4983,>=1000,4<=X<7,2,female_single,guarantor,3,life_insurance,27,none,own,1,highly_skilled,1,no,no,Good
<0,37,critical,furniture,7331,500<=X<1000,>=7,2,female_single,none,2,car,37,stores,own,3,highly_skilled,2,no,yes,Good
no_account,38,delayed,education,8940,100<=X<500,1<=X<4,4,male_married,co_applicant,3,no_property,24,stores,own,2,highly_skilled,1,no,no,Bad
<0,35,no_credit,other,1923,500<=X<1000,unemployed,1,male_single,guarantor,4,no_property,73,none,free,3,highly_skilled,2,yes,yes,Good
no_account,49,existing_paid,radio_tv,14568,<100,>=7,4,male_single,co_applicant,2,car,33,none,rent,3,unskilled,1,no,no,Bad
<0,19,no_credit,car,11421,unknown,>=7,3,male_married,co_applicant,1,car,54,bank,own,3,unskilled,1,yes,yes,Good
0<=X<200,71,delayed,other,13795,unknown,<1,3,female_single,co_applicant,4,life_insurance,46,none,rent,1,unskilled,2,no,no,Bad
<0,40,existing_paid,radio_tv,12053,500<=X<1000,<1,1,male_married,co_applicant,2,real_estate,29,none,own,2,highly_skilled,1,yes,yes,Bad
no_account,57,critical,radio_tv,2544,unknown,unemployed,1,female_married,co_applicant,4,real_estate,34,none,rent,2,management,2,no,no,Bad
no_account,17,delayed,car,3880,100<=X<500,>=7,3,male_single,none,2,real_estate,65,none,rent,3,management,1,no,yes,Good
no_account,58,critical,radio_tv,15343,500<=X<1000,<1,2,female_married,guarantor,4,real_estate,37,bank,rent,1,unskilled,2,yes,no,Bad
no_account,51,all_paid,furniture,16780,>=1000,1<=X<4,1,male_married,none,4,real_estate,43,bank,own,2,management,2,no,no,Bad
no_account,10,delayed,car,14703,100<=X<500,1<=X<4,3,male_single,none,2,life_insurance,65,none,free,4,management,1,no,no,Bad
>=200,10,all_paid,radio_tv,12424,100<=X<500,>=7,3,female_married,none,1,no_property,36,none,free,2,management,2,no,yes,Bad
>=200,36,delayed,business,3703,100<=X<500,<1,2,female_married,co_applicant,1,life_insurance,64,bank,free,3,management,2,yes,no,Good
<0,26,delayed,other,4757,>=1000,unemployed,2,female_single,none,4,life_insurance,29,bank,rent,4,management,2,no,no,Good
no_account,22,all_paid,radio_tv,10852,<100,unemployed,2,male_single,guarantor,4,life_insurance,38,none,own,1,skilled,1,no,no,Good
<0,22,existing_paid,furniture,5878,unknown,unemployed,2,female_married,none,1,no_property,59,stores,rent,4,unskilled,1,yes,yes,Good
no_account,39,no_credit,education,8578,500<=X<1000,1<=X<4,4,female_married,co_applicant,1,life_insurance,71,bank,own,4,highly_skilled,2,yes,no,Good
no_account,32,critical,radio_tv,15784,<100,<1,2,female_single,guarantor,3,life_insurance,51,bank,rent,3,management,2,no,no,Bad
>=200,63,delayed,education,19994,500<=X<1000,<1,4,female_married,guarantor,1,no_property,24,bank,own,2,skilled,1,yes,yes,Bad
>=200,5,critical,business,19639,unknown,1<=X<4,1,female_married,guarantor,4,life_insurance,62,none,own,1,highly_skilled,1,yes,no,Bad
0<=X<200,4,all_paid,radio_tv,3802,>=1000,unemployed,3,female_married,guarantor,2,real_estate,52,none,own,4,skilled,2,yes,yes,Good
>=200,50,critical,car,16652,100<=X<500,unemployed,4,female_single,none,1,car,32,bank,rent,3,management,1,no,no,Bad
0<=X<200,23,all_paid,education,2492,100<=X<500,>=7,1,female_married,co_applicant,3,life_insurance,18,none,free,2,management,1,no,yes,Bad
0<=X<200,14,critical,business,14915,>=1000,4<=X<7,1,female_married,guarantor,3,car,43,none,rent,4,management,2,yes,yes,Bad
0<=X<200,5,no_credit,car,5347,<100,<1,4,male_single,guarantor,3,life_insurance,52,bank,rent,3,management,1,no,yes,Good
0<=X<200,70,no_credit,car,8890,<100,<1,1,male_single,co_applicant,2,life_insurance,42,none,own,3,highly_skilled,1,yes,no,Bad
0<=X<200,15,no_credit,car,2198,500<=X<1000,<1,1,female_single,none,1,real_estate,59,stores,own,3,highly_skilled,1,no,no,Good
<0,23,no_credit,car,5868,>=1000,4<=X<7,4,male_married,guarantor,1,no_property,32,none,free,1,skilled,2,yes,yes,Good
>=200,8,no_credit,radio_tv,4486,<100,>=7,1,male_single,none,1,car,39,none,free,2,unskilled,1,no,no,Good
0<=X<200,40,no_credit,other,2170,>=1000,4<=X<7,2,female_single,none,2,no_property,23,bank,own,4,management,2,yes,no,Bad
no_account,41,all_paid,radio_tv,11419,unknown,unemployed,2,female_married,none,2,real_estate,69,bank,free,2,skilled,1,no,yes,Good
>=200,12,delayed,radio_tv,4438,100<=X<500,unemployed,3,female_married,none,4,real_estate,32,stores,free,2,skilled,1,no,yes,Good
>=200,56,critical,business,12457,100<=X<500,<1,1,female_single,guarantor,3,car,41,none,own,4,skilled,2,yes,yes,Bad
0<=X<200,47,no_credit,business,488,100<=X<500,1<=X<4,3,female_married,guarantor,3,no_property,38,stores,rent,2,management,2,no,yes,Good
<0,27,all_paid,other,454,>=1000,<1,2,female_married,none,1,real_estate,24,stores,free,1,management,2,no,no,Bad
0<=X<200,33,all_paid,business,11049,>=1000,1<=X<4,2,male_married,none,2,life_insurance,74,bank,own,4,skilled,2,no,no,Good
<0,62,all_paid,furniture,5802,500<=X<1000,4<=X<7,2,female_married,co_applicant,2,life_insurance,46,none,free,4,management,1,no,no,Bad
no_account,17,delayed,other,5177,100<=X<500,unemployed,1,male_single,co_applicant,1,life_insurance,49,bank,free,3,skilled,2,no,no,Good
>=200,12,critical,business,11414,500<=X<1000,1<=X<4,1,female_married,co_applicant,1,no_property,49,stores,own,2,highly_skilled,2,no,no,Good
no_account,43,delayed,other,4640,100<=X<500,4<=X<7,2,female_single,guarantor,4,life_insurance,70,stores,free,4,management,2,no,no,Good
<0,69,existing_paid,radio_tv,19321,500<=X<1000,unemployed,3,male_married,co_applicant,3,life_insurance,22,bank,free,4,highly_skilled,1,no,yes,Bad
<0,28,all_paid,radio_tv,15891,500<=X<1000,1<=X<4,3,female_married,guarantor,3,real_estate,21,bank,free,1,unskilled,1,yes,no,Bad
no_account,25,existing_paid,other,6410,unknown,<1,4,female_single,guarantor,3,real_estate,39,bank,rent,3,management,2,no,no,Good
<0,7,no_credit,furniture,16060,500<=X<1000,<1,2,male_single,guarantor,4,life_insurance,35,bank,rent,4,unskilled,2,yes,no,Bad
no_account,29,no_credit,furniture,5376,>=1000,<1,3,female_married,guarantor,1,life_insurance,52,bank,free,1,skilled,2,no,yes,Good
>=200,61,delayed,other,1066,500<=X<1000,4<=X<7,2,male_married,co_applicant,1,real_estate,34,stores,own,4,management,2,yes,yes,Bad
no_account,32,critical,business,13664,100<=X<500,<1,3,female_married,none,3,car,67,bank,free,4,management,1,no,no,Bad
>=200,40,existing_paid,education,442,500<=X<1000,>=7,4,female_single,none,3,no_property,67,none,free,4,management,2,yes,yes,Good
no_account,21,critical,furniture,18410,<100,unemployed,4,male_married,none,4,no_property,73,stores,rent,1,unskilled,1,yes,yes,Bad
<0,45,delayed,car,3895,100<=X<500,4<=X<7,2,female_married,co_applicant,2,real_estate,41,stores,rent,2,unskilled,2,no,no,Good
no_account,44,no_credit,radio_tv,13066,<100,<1,3,male_single,none,2,no_property,19,none,rent,4,skilled,2,yes,no,Bad
<0,41,critical,other,6564,100<=X<500,unemployed,1,male_married,co_applicant,3,real_estate,30,none,free,4,highly_skilled,1,no,no,Good
no_account,37,critical,car,18422,>=1000,1<=X<4,4,male_single,co_applicant,4,real_estate,71,stores,free,2,highly_skilled,2,no,yes,Bad
no_account,20,no_credit,other,7624,>=1000,<1,2,female_single,co_applicant,3,real_estate,32,bank,own,4,unskilled,2,yes,yes,Good
0<=X<200,40,existing_paid,radio_tv,3950,>=1000,unemployed,2,female_married,none,2,real_estate,22,stores,free,3,management,2,no,no,Bad
<0,28,no_credit,radio_tv,10905,<100,>=7,3,male_single,none,3,car,20,stores,free,4,highly_skilled,2,yes,yes,Bad
0<=X<200,30,critical,furniture,15379,unknown,1<=X<4,2,female_single,none,2,life_insurance,54,none,rent,3,highly_skilled,1,yes,yes,Bad
<0,60,existing_paid,furniture,9609,100<=X<500,>=7,4,female_married,guarantor,2,life_insurance,54,stores,rent,2,unskilled,2,no,yes,Bad
0<=X<200,34,existing_paid,car,4143,>=1000,unemployed,2,female_single,co_applicant,2,car,54,bank,rent,1,skilled,2,no,no,Good
>=200,9,no_credit,other,7061,100<=X<500,>=7,2,male_single,guarantor,1,no_property,20,none,rent,2,unskilled,1,no,no,Bad
no_account,43,critical,radio_tv,9538,<100,unemployed,1,female_single,co_applicant,1,no_property,52,stores,rent,4,unskilled,2,no,no,Good
<0,15,delayed,car,19313,unknown,unemployed,1,male_married,none,3,life_insurance,69,stores,own,3,management,1,no,no,Bad
<0,56,critical,education,754,<100,>=7,4,female_married,co_applicant,2,no_property,40,bank,own,1,unskilled,2,yes,no,Bad
no_account,13,all_paid,car,10063,100<=X<500,unemployed,3,female_single,co_applicant,1,life_insurance,45,stores,own,4,management,2,yes,yes,Good
<0,48,delayed,business,14921,unknown,<1,1,male_single,guarantor,3,life_insurance,47,stores,rent,1,skilled,2,no,yes,Bad
<0,20,existing_paid,car,10988,unknown,unemployed,3,female_married,co_applicant,3,car,35,stores,rent,1,management,1,no,yes,Good
0<=X<200,29,delayed,business,11436,<100,4<=X<7,4,male_married,none,3,no_property,69,stores,rent,4,skilled,1,no,yes,Good
<0,65,existing_paid,business,7023,>=1000,unemployed,1,female_married,co_applicant,3,car,53,bank,own,2,skilled,2,yes,yes,Bad
>=200,49,existing_paid,business,4066,100<=X<500,4<=X<7,3,male_married,co_applicant,3,life_insurance,50,stores,rent,4,skilled,1,yes,yes,Bad
>=200,67,delayed,education,967,500<=X<1000,unemployed,1,female_married,co_applicant,4,life_insurance,43,stores,own,4,unskilled,2,yes,no,Bad
no_account,5,existing_paid,car,11926,500<=X<1000,unemployed,4,female_single,guarantor,2,life_insurance,65,stores,rent,2,management,1,no,no,Good
<0,57,existing_paid,car,4684,<100,>=7,4,female_single,co_applicant,3,real_estate,57,none,free,3,highly_skilled,2,no,yes,Bad
no_account,68,all_paid,education,17292,100<=X<500,<1,1,male_single,co_applicant,4,real_estate,34,bank,own,4,unskilled,1,yes,no,Bad
>=200,54,critical,radio_tv,5307,100<=X<500,<1,3,male_married,guarantor,2,real_estate,57,none,free,1,skilled,2,no,yes,Bad
<0,56,critical,furniture,5244,<100,1<=X<4,2,male_single,guarantor,1,car,24,none,own,4,highly_skilled,1,no,yes,Bad
<0,39,all_paid,car,4484,100<=X<500,>=7,2,female_single,guarantor,3,life_insurance,74,bank,rent,4,unskilled,1,yes,no,Good
no_account,29,delayed,furniture,4014,>=1000,>=7,1,male_married,guarantor,4,no_property,25,none,rent,1,highly_skilled,1,yes,no,Good
>=200,32,no_credit,other,11431,<100,<1,3,male_single,none,1,car,70,none,free,2,skilled,1,no,yes,Good
<0,24,no_credit,other,4887,>=1000,>=7,2,male_single,none,4,car,73,none,rent,3,highly_skilled,2,yes,no,Good
no_account,14,no_credit,education,2354,100<=X<500,<1,4,male_single,co_applicant,2,car,48,bank,own,3,highly_skilled,2,no,yes,Good
>=200,43,all_paid,other,9697,<100,>=7,3,male_single,none,2,no_property,29,stores,rent,1,skilled,1,yes,yes,Good
no_account,14,all_paid,other,10924,100<=X<500,unemployed,2,male_single,co_applicant,1,life_insurance,65,bank,rent,2,highly_skilled,2,yes,yes,Good
0<=X<200,39,existing_paid,radio_tv,19241,<100,<1,3,male_married,none,4,real_estate,48,bank,own,4,unskilled,1,no,yes,Bad
<0,62,no_credit,radio_tv,8635,100<=X<500,<1,1,male_single,guarantor,3,life_insurance,61,bank,free,4,highly_skilled,2,no,yes,Bad
0<=X<200,42,delayed,radio_tv,12249,>=1000,4<=X<7,3,male_married,guarantor,3,life_insurance,36,none,free,4,management,1,yes,no,Bad
>=200,57,delayed,other,3969,>=1000,>=7,2,male_single,none,1,car,27,stores,rent,4,unskilled,2,no,yes,Bad
0<=X<200,58,no_credit,education,2831,100<=X<500,>=7,1,female_single,none,1,car,56,bank,own,4,highly_skilled,2,yes,no,Bad
0<=X<200,27,no_credit,business,19199,<100,<1,3,female_single,co_applicant,1,car,29,bank,free,1,management,1,no,yes,Bad
>=200,25,no_credit,business,3013,500<=X<1000,unemployed,4,male_single,co_applicant,4,real_estate,37,stores,free,4,management,1,yes,no,Good
no_account,59,all_paid,furniture,6241,>=1000,unemployed,2,female_married,co_applicant,3,real_estate,54,stores,rent,4,management,1,yes,yes,Bad
0<=X<200,36,all_paid,business,10781,>=1000,unemployed,1,female_single,guarantor,3,real_estate,65,stores,own,2,highly_skilled,1,yes,no,Good
no_account,39,all_paid,business,11314,500<=X<1000,>=7,3,male_married,guarantor,3,life_insurance,58,none,free,4,skilled,1,no,yes,Good
0<=X<200,23,critical,radio_tv,11562,100<=X<500,4<=X<7,4,male_single,guarantor,1,car,24,stores,rent,3,management,2,yes,yes,Bad
no_account,65,delayed,radio_tv,5030,<100,<1,2,male_married,guarantor,3,no_property,69,none,rent,1,skilled,1,yes,no,Bad
>=200,29,delayed,other,4427,100<=X<500,1<=X<4,4,female_married,co_applicant,2,life_insurance,71,bank,rent,1,unskilled,2,yes,no,Good
0<=X<200,69,existing_paid,furniture,15419,unknown,4<=X<7,3,male_single,guarantor,1,real_estate,31,none,rent,1,skilled,1,yes,no,Bad
>=200,43,all_paid,car,6726,>=1000,1<=X<4,3,female_single,guarantor,3,no_property,28,stores,free,3,skilled,2,no,no,Good
0<=X<200,20,critical,furniture,19238,unknown,4<=X<7,1,male_married,guarantor,4,no_property,24,none,own,4,skilled,2,no,no,Bad
>=200,4,critical,furniture,2632,>=1000,unemployed,4,female_single,guarantor,1,car,46,stores,rent,1,skilled,1,yes,no,Good
>=200,64,delayed,education,17165,>=1000,>=7,1,female_single,none,2,no_property,27,none,rent,3,skilled,1,yes,yes,Bad
0<=X<200,46,all_paid,other,12758,unknown,1<=X<4,2,male_single,co_applicant,2,real_estate,46,bank,free,2,unskilled,2,no,yes,Bad
0<=X<200,45,existing_paid,education,884,unknown,4<=X<7,1,male_married,co_applicant,4,car,26,none,rent,4,unskilled,2,yes,yes,Good
0<=X<200,28,all_paid,furniture,12246,100<=X<500,>=7,2,female_married,guarantor,4,no_property,53,bank,rent,3,skilled,1,no,no,Bad
<0,42,no_credit,furniture,14412,unknown,1<=X<4,3,female_single,none,1,car,65,stores,own,4,skilled,2,yes,no,Bad
no_account,38,all_paid,furniture,16636,100<=X<500,<1,3,male_single,co_applicant,1,no_property,27,bank,rent,2,management,2,no,no,Bad
<0,6,no_credit,business,14255,100<=X<500,4<=X<7,4,male_single,co_applicant,2,life_insurance,36,stores,free,3,unskilled,2,yes,yes,Bad
<0,47,no_credit,education,8647,100<=X<500,<1,2,female_married,guarantor,4,life_insurance,73,stores,own,4,highly_skilled,2,no,no,Good
>=200,54,existing_paid,furniture,12577,>=1000,unemployed,3,male_single,guarantor,1,real_estate,48,bank,free,3,unskilled,2,no,yes,Bad
0<=X<200,15,delayed,radio_tv,14644,>=1000,<1,4,female_single,co_applicant,2,life_insurance,34,bank,own,1,highly_skilled,2,no,no,Bad
no_account,22,all_paid,other,3140,unknown,<1,4,male_single,co_applicant,4,life_insurance,26,none,own,4,management,1,yes,no,Good
>=200,47,no_credit,other,11108,>=1000,4<=X<7,1,male_married,none,2,life_insurance,62,none,rent,3,skilled,1,no,no,Good
<0,62,all_paid,radio_tv,8276,unknown,unemployed,4,male_married,co_applicant,3,no_property,50,bank,rent,1,management,1,no,yes,Bad
0<=X<200,52,delayed,other,3556,>=1000,<1,3,female_single,co_applicant,4,no_property,51,bank,rent,2,skilled,1,yes,no,Bad
>=200,64,delayed,business,1147,<100,>=7,1,male_married,guarantor,1,car,62,bank,free,4,unskilled,2,yes,yes,Bad
0<=X<200,20,critical,business,9527,<100,1<=X<4,2,female_married,co_applicant,1,no_property,41,bank,rent,4,skilled,1,yes,no,Good
>=200,60,delayed,car,9721,unknown,<1,2,male_single,guarantor,3,life_insurance,26,stores,rent,2,highly_skilled,2,yes,no,Bad
0<=X<200,58,existing_paid,car,15146,>=1000,unemployed,3,female_single,co_applicant,4,no_property,24,bank,own,1,highly_skilled,2,no,no,Bad
<0,50,no_credit,car,15490,>=1000,<1,3,female_married,co_applicant,2,real_estate,33,bank,rent,2,management,1,yes,no,Bad
no_account,15,critical,other,14933,100<=X<500,1<=X<4,1,male_single,co_applicant,1,car,36,bank,rent,4,unskilled,1,yes,yes,Bad
<0,65,existing_paid,business,920,500<=X<1000,unemployed,1,female_married,none,3,car,56,bank,rent,3,highly_skilled,2,yes,no,Bad
no_account,11,all_paid,business,18139,unknown,4<=X<7,3,female_single,guarantor,3,no_property,23,stores,rent,1,management,1,yes,yes,Bad
0<=X<200,24,no_credit,business,12017,500<=X<1000,unemployed,3,female_single,none,4,life_insurance,67,none,own,1,unskilled,1,yes,no,Bad
>=200,28,delayed,radio_tv,13256,500<=X<1000,4<=X<7,2,female_married,co_applicant,4,car,68,none,rent,1,unskilled,2,yes,no,Bad
<0,15,no_credit,business,16018,unknown,unemployed,2,male_single,none,1,real_estate,28,none,own,2,management,2,yes,no,Bad
no_account,18,all_paid,radio_tv,16883,>=1000,1<=X<4,2,male_married,guarantor,3,real_estate,29,none,free,2,highly_skilled,2,no,yes,Bad
<0,62,critical,car,2142,unknown,1<=X<4,3,male_married,co_applicant,2,car,59,none,rent,3,highly_skilled,2,no,no,Bad
no_account,29,critical,car,3689,500<=X<1000,unemployed,4,female_married,none,3,life_insurance,30,stores,rent,3,management,2,no,yes,Good
<0,29,critical,other,3104,>=1000,<1,3,female_single,none,2,life_insurance,29,none,rent,1,highly_skilled,2,no,yes,Good
no_account,50,delayed,car,11827,<100,1<=X<4,3,male_single,guarantor,2,no_property,38,stores,own,3,management,1,no,no,Bad
no_account,35,existing_paid,other,12013,unknown,4<=X<7,2,male_single,none,1,no_property,27,stores,rent,2,highly_skilled,1,yes,yes,Bad
0<=X<200,13,existing_paid,furniture,11868,unknown,4<=X<7,3,female_single,guarantor,3,car,37,none,rent,3,highly_skilled,1,yes,no,Good
no_account,19,no_credit,furniture,8485,>=1000,>=7,1,male_married,co_applicant,2,no_property,67,none,free,2,management,2,yes,yes,Good
0<=X<200,20,delayed,education,2868,<100,4<=X<7,3,male_single,co_applicant,4,no_property,53,none,own,3,management,2,yes,yes,Good
no_account,26,critical,other,3413,<100,>=7,3,female_married,none,2,no_property,45,bank,own,4,highly_skilled,1,no,yes,Good
>=200,29,critical,education,3192,>=1000,unemployed,3,male_married,co_applicant,4,real_estate,41,stores,free,2,management,1,no,yes,Good
>=200,10,all_paid,education,2175,100<=X<500,unemployed,3,female_married,co_applicant,4,no_property,22,none,own,4,highly_skilled,1,yes,no,Bad
>=200,17,all_paid,furniture,3222,unknown,unemployed,4,male_married,none,3,car,54,bank,rent,2,skilled,2,yes,yes,Good
no_account,10,critical,other,11955,unknown,<1,3,female_single,co_applicant,4,life_insurance,29,stores,rent,3,unskilled,1,no,no,Good
0<=X<200,12,critical,furniture,10890,500<=X<1000,<1,1,female_married,none,2,no_property,52,bank,free,4,unskilled,1,no,yes,Good
0<=X<200,51,delayed,education,11216,>=1000,>=7,1,female_married,guarantor,4,life_insurance,57,bank,own,3,highly_skilled,1,no,no,Bad
no_account,62,existing_paid,other,17624,500<=X<1000,4<=X<7,3,female_single,guarantor,3,no_property,71,none,own,2,unskilled,2,yes,no,Bad
>=200,42,all_paid,education,11388,500<=X<1000,4<=X<7,2,female_married,guarantor,1,car,19,stores,own,4,highly_skilled,1,yes,yes,Bad
>=200,21,existing_paid,business,18446,<100,unemployed,4,male_married,none,2,real_estate,67,bank,free,1,management,1,no,yes,Bad
0<=X<200,62,delayed,other,16185,unknown,1<=X<4,3,male_single,none,2,car,58,stores,rent,3,skilled,2,no,no,Bad
>=200,20,critical,other,13395,500<=X<1000,<1,3,male_single,co_applicant,3,real_estate,62,none,free,2,unskilled,2,yes,yes,Bad
<0,17,existing_paid,education,739,<100,<1,3,female_single,co_applicant,3,no_property,56,stores,rent,4,unskilled,2,yes,yes,Good
0<=X<200,34,critical,business,11998,>=1000,unemployed,2,male_married,co_applicant,3,no_property,59,bank,free,3,management,2,yes,yes,Good
>=200,27,critical,radio_tv,19525,500<=X<1000,<1,2,female_married,co_applicant,3,real_estate,26,bank,rent,4,skilled,2,yes,yes,Bad
0<=X<200,63,no_credit,furniture,3766,unknown,unemployed,2,female_married,co_applicant,2,car,39,stores,own,3,skilled,1,no,yes,Bad
<0,48,existing_paid,education,19974,500<=X<1000,>=7,4,male_single,none,1,car,64,bank,own,3,skilled,1,no,yes,Bad
0<=X<200,6,existing_paid,other,6660,>=1000,4<=X<7,1,female_married,none,4,real_estate,22,bank,own,3,management,2,no,yes,Bad
0<=X<200,40,critical,furniture,303,500<=X<1000,1<=X<4,4,male_single,guarantor,4,no_property,29,bank,free,4,unskilled,2,yes,yes,Good
0<=X<200,46,delayed,furniture,19209,unknown,4<=X<7,2,female_single,guarantor,1,real_estate,18,none,free,4,unskilled,2,yes,yes,Bad
0<=X<200,43,no_credit,furniture,17249,<100,4<=X<7,1,female_married,guarantor,1,no_property,61,none,free,3,skilled,2,yes,no,Bad
<0,58,critical,radio_tv,6194,unknown,>=7,1,male_married,guarantor,1,real_estate,39,bank,own,1,management,1,no,yes,Bad
no_account,42,all_paid,car,7654,<100,<1,2,female_married,none,3,no_property,55,stores,rent,1,management,1,no,yes,Good
0<=X<200,18,all_paid,education,1204,100<=X<500,1<=X<4,2,male_single,none,2,real_estate,68,none,own,1,management,2,no,yes,Good
0<=X<200,7,no_credit,car,10875,unknown,<1,4,female_single,none,2,life_insurance,36,stores,own,2,skilled,2,yes,yes,Good
>=200,28,delayed,car,1879,unknown,4<=X<7,2,male_single,co_applicant,2,no_property,33,bank,rent,1,management,2,yes,yes,Good
0<=X<200,16,critical,car,11223,>=1000,unemployed,1,female_married,co_applicant,3,car,48,bank,rent,4,skilled,2,no,no,Good
>=200,36,existing_paid,furniture,7109,500<=X<1000,4<=X<7,3,male_single,guarantor,2,real_estate,68,stores,rent,1,skilled,1,yes,no,Good
no_account,19,no_credit,business,9091,<100,<1,2,male_single,co_applicant,3,car,20,none,rent,4,skilled,2,no,yes,Bad
<0,45,delayed,furniture,10789,<100,4<=X<7,2,female_single,none,2,real_estate,40,stores,own,2,highly_skilled,2,no,no,Good
<0,69,existing_paid,furniture,12932,>=1000,unemployed,4,male_married,guarantor,1,car,59,stores,free,4,skilled,1,no,yes,Bad
no_account,58,all_paid,other,3528,>=1000,>=7,4,female_married,guarantor,4,car,35,bank,own,4,management,2,no,yes,Bad
<0,45,all_paid,other,19195,500<=X<1000,<1,2,female_single,co_applicant,4,real_estate,43,none,rent,4,highly_skilled,1,yes,no,Bad
no_account,37,existing_paid,car,6789,500<=X<1000,4<=X<7,1,male_married,guarantor,3,real_estate,30,stores,free,1,unskilled,2,yes,no,Good
no_account,33,no_credit,furniture,17004,unknown,<1,1,male_single,co_applicant,2,car,35,none,free,3,unskilled,2,yes,no,Bad
no_account,16,all_paid,car,1107,100<=X<500,>=7,3,male_married,co_applicant,4,car,20,bank,own,4,management,1,yes,no,Bad
<0,16,critical,other,5136,500<=X<1000,4<=X<7,2,male_single,guarantor,1,car,40,none,own,1,management,2,yes,no,Good
>=200,21,existing_paid,business,13195,>=1000,4<=X<7,4,male_single,co_applicant,1,no_property,20,bank,own,1,management,1,yes,yes,Bad
no_account,35,existing_paid,education,7735,500<=X<1000,<1,1,female_single,co_applicant,1,no_property,72,none,free,1,management,1,no,yes,Good
0<=X<200,42,all_paid,car,13930,<100,<1,3,male_single,co_applicant,3,life_insurance,42,stores,free,3,highly_skilled,1,yes,yes,Bad
<0,49,no_credit,business,17017,100<=X<500,unemployed,2,female_single,co_applicant,3,no_property,44,bank,free,3,management,2,yes,no,Bad
no_account,32,critical,education,14647,unknown,>=7,1,male_married,guarantor,2,no_property,61,stores,rent,3,skilled,2,yes,yes,Bad
no_account,65,no_credit,radio_tv,10994,<100,unemployed,2,male_married,none,1,real_estate,44,bank,rent,3,unskilled,1,no,no,Bad
0<=X<200,65,delayed,car,4584,<100,4<=X<7,2,male_single,none,2,life_insurance,69,none,own,2,management,2,yes,yes,Bad
>=200,60,delayed,car,19359,100<=X<500,<1,1,female_single,co_applicant,2,life_insurance,56,none,free,3,skilled,2,no,no,Bad
>=200,19,all_paid,radio_tv,12476,unknown,4<=X<7,1,male_single,co_applicant,1,no_property,42,bank,own,3,management,2,yes,no,Bad
>=200,59,all_paid,radio_tv,13690,>=1000,4<=X<7,1,female_single,co_applicant,2,real_estate,41,bank,free,3,skilled,1,yes,yes,Bad
no_account,13,all_paid,car,15270,unknown,1<=X<4,2,female_single,none,4,real_estate,25,bank,own,4,highly_skilled,1,yes,yes,Bad
