loanId,memberId,date,purpose,isJointApplication,loanAmount,term,interestRate,monthlyPayment,grade,loanStatus
1701379,2389574,9/25/2015,debtconsolidation,0,18041,60 months,6.76,355,D3,Current
1716789,2036908,1/15/2016,homeimprovement,0,24778,48 months,11.88,651,A2,Current
1879737,2448480,4/25/2015,debtconsolidation,0,24402,36 months,16.91,869,A3,Current
1748981,2550672,5/20/2015,debtconsolidation,0,24392,60 months,7.27,486,B2,Current
1535637,2896966,3/22/2015,other,0,17312,36 months,11.05,567,C2,Current
1763722,2492028,5/13/2014,debtconsolidation,0,25262,36 months,14.22,866,A1,Current
1450721,2771494,3/18/2015,debtconsolidation,0,20287,48 months,14.28,557,A1,Current
1639328,2107464,6/9/2014,debtconsolidation,0,30032,60 months,8.83,621,A2,Current
1649791,2610388,2/7/2016,debtconsolidation,0,12496,60 months,8.33,255,E1,Current
1073391,2600663,9/29/2015,debtconsolidation,0,15949,60 months,7.64,321,E1,Current
1847588,2716130,4/27/2016,homeimprovement,0,7687,60 months,10.71,166,C1,Current
1575322,2551914,7/24/2015,debtconsolidation,0,18268,60 months,7.32,364,D2,Current
1154537,2253351,9/11/2015,debtconsolidation,0,18086,60 months,16.93,449,C2,Current
1318650,2791718,6/27/2015,debtconsolidation,0,21627,60 months,6.27,421,E1,Current
1580865,2857148,12/7/2014,debtconsolidation,0,18216,36 months,9.5,584,D1,Current
1844098,2445766,3/12/2016,debtconsolidation,0,25329,36 months,12.12,843,C1,Current
1594069,2874560,11/26/2014,debtconsolidation,,24502,36 months,12.56,820,C3,Default
1551182,2431198,1/8/2015,debtconsolidation,0,17316,60 months,16.17,423,C3,Current
1363212,2269046,7/27/2014,debtconsolidation,0,16372,36 months,9.1,521,D3,Current
1464321,2689376,5/17/2016,debtconsolidation,0,24668,48 months,11.37,642,B2,Current
1094448,2836624,12/17/2015,debtconsolidation,0,20786,48 months,18.51,616,D3,Default
1837488,2803247,6/5/2015,debtconsolidation,0,12832,60 months,10.4,275,D3,Current
1203442,2299646,1/26/2016,debtconsolidation,0,21159,48 months,10.1,538,A3,Current
1490332,2482864,12/7/2014,debtconsolidation,0,26095,60 months,13.01,594,A3,Current
1814302,2420066,5/31/2014,debtconsolidation,0,15060,60 months,10.78,326,A1,Current
1255419,2643143,9/19/2015,debtconsolidation,,24514,60 months,12.19,548,A2,Current
1223948,2491065,11/6/2015,debtconsolidation,0,24404,36 months,13.98,834,D2,Current
1880578,2178389,11/28/2015,debtconsolidation,0,23199,60 months,16.74,573,E1,Current
1632803,2827302,5/8/2016,business,0,19980,36 months,21.1,754,C1,Default
1060036,2544929,7/1/2015,other,0,24505,36 months,4.94,734,B1,Current
1724210,2373972,3/25/2016,debtconsolidation,0,15984,36 months,13.51,542,B3,Current
1848301,2005306,11/30/2014,debtconsolidation,0,14794,48 months,9.95,375,A1,Current
1841689,2598690,11/17/2014,debtconsolidation,0,25904,60 months,16.63,639,B1,Current
1667043,2094851,11/26/2014,debtconsolidation,0,13524,60 months,15.55,326,B3,Current
1093067,2556062,12/20/2014,debtconsolidation,0,15086,36 months,9.69,485,C1,Current
1850141,2103673,10/29/2015,debtconsolidation,0,24163,60 months,16.57,595,C1,Default
1092979,2015449,9/20/2014,debtconsolidation,0,22119,36 months,17.95,799,A2,Current
1350528,2227721,3/1/2016,debtconsolidation,0,16761,36 months,11.95,556,C2,Current
1356248,2745423,6/24/2015,debtconsolidation,0,15342,48 months,6.73,365,A3,Current
1509619,2506683,8/29/2014,debtconsolidation,0,12895,60 months,6.34,251,A1,Current
1183847,2196270,6/6/2014,debtconsolidation,0,23111,60 months,18.52,593,C2,Current
1871045,2521350,5/27/2015,debtconsolidation,0,13270,36 months,17.02,473,A1,Current
1293546,2665833,8/20/2014,debtconsolidation,0,22649,48 months,15.35,634,A3,Default
1735368,2553046,11/22/2014,debtconsolidation,0,26399,60 months,9.36,553,C1,Current
1204331,2275624,5/12/2015,debtconsolidation,0,19452,48 months,14.15,533,D3,Current
1615918,2042523,8/24/2014,debtconsolidation,0,22611,60 months,10.84,490,A1,Default
1701518,2440692,4/6/2016,debtconsolidation,0,20410,36 months,12.65,684,A1,Current
1544237,2048031,8/26/2015,debtconsolidation,0,13176,36 months,9.55,422,B3,Current
1841227,2567086,9/23/2015,debtconsolidation,0,16381,48 months,15.23,458,E2,Current
1650398,2567640,12/15/2014,debtconsolidation,1,6702,36 months,12.05,223,B3,Current
1820048,2874010,4/17/2016,debtconsolidation,0,19890,60 months,11.34,436,D2,Current
1236627,2354002,5/30/2014,debtconsolidation,1,19334,60 months,8.81,400,C2,Current
1845662,2747449,3/20/2015,debtconsolidation,0,26474,48 months,7.71,643,A2,Current
1019307,2054022,12/17/2014,debtconsolidation,0,25083,48 months,13.49,679,E3,Current
1749805,2184714,9/23/2015,homeimprovement,0,21852,,17.25,546,A2,Current
1203872,2828034,7/7/2014,debtconsolidation,0,15889,60 months,7.76,320,A2,Current
1819909,2340855,4/8/2015,debtconsolidation,0,25576,48 months,6.66,608,E3,Default
1786815,2837607,7/20/2015,debtconsolidation,0,19152,48 months,10.53,491,C1,Current
1372944,2435647,5/30/2014,debtconsolidation,0,14101,60 months,13.73,326,A2,Current
1251341,2223283,10/15/2014,debtconsolidation,0,22661,36 months,9.32,724,C3,Current
1136109,2363896,4/30/2015,debtconsolidation,0,21700,60 months,12.92,493,C3,Current
1209966,2072224,1/23/2016,healthcare,0,20676,48 months,8.64,511,B2,Default
1607501,2367241,6/1/2014,debtconsolidation,0,21136,60 months,15.27,506,D1,Default
1528644,2654578,4/9/2015,debtconsolidation,0,24931,36 months,10.73,813,C1,Current
1337243,2305526,3/18/2016,debtconsolidation,0,16812,48 months,16,476,A1,Current
1373531,2288104,11/10/2015,homeimprovement,0,20992,36 months,8.87,666,A3,Current
1356720,2266094,5/10/2015,debtconsolidation,0,25457,36 months,5.95,774,E2,Current
1851417,2814725,11/13/2014,debtconsolidation,1,21838,60 months,6.98,432,B3,Current
1458451,2350638,3/11/2016,debtconsolidation,0,27325,60 months,5.8,526,A3,Current
1534176,2408239,1/18/2016,debtconsolidation,0,19216,36 months,13.91,656,D2,Current
1508004,2873783,1/23/2015,debtconsolidation,0,15647,60 months,13.66,361,C1,Current
1101978,2361426,3/19/2016,debtconsolidation,0,20509,48 months,9.13,512,C1,Current
1032083,2146497,8/21/2014,debtconsolidation,0,17213,36 months,8.07,540,C3,Current
1205341,2399866,11/14/2014,debtconsolidation,0,18054,36 months,4.4,536,B2,Current
1415838,2633797,12/12/2014,debtconsolidation,0,27275,60 months,8,553,D2,Current
1390813,2672246,7/26/2014,debtconsolidation,0,26943,48 months,5.43,626,A2,Current
1352842,2045334,3/27/2015,debtconsolidation,0,11911,60 months,16,290,D1,Current
1006075,2652288,12/8/2015,homeimprovement,0,13225,60 months,8.44,271,A2,Current
1145677,2265370,6/3/2015,debtconsolidation,0,16063,36 months,13.32,544,B2,Current
1790491,2346906,10/9/2014,business,0,21125,36 months,12.47,706,C2,Current
1805486,2438786,6/12/2014,debtconsolidation,0,19024,60 months,5.14,360,B3,Current
1656360,2422982,10/21/2015,debtconsolidation,0,20668,60 months,10.78,447,E1,Default
1485727,2022209,2/24/2016,debtconsolidation,0,19168,36 months,16.67,680,A1,Default
1164388,2751739,9/15/2014,debtconsolidation,,23922,60 months,16.93,594,C2,Current
1545166,2411634,11/19/2015,other,0,14593,48 months,12.9,391,D1,Current
1579967,2192493,10/30/2015,business,0,19143,36 months,16.79,681,B2,Current
1014500,2718787,7/10/2015,debtconsolidation,0,28257,48 months,11.64,739,A2,Default
1732769,2188876,6/26/2015,debtconsolidation,0,16285,48 months,7.03,390,C3,Current
1755851,2899969,7/31/2014,debtconsolidation,0,21291,60 months,11.76,471,E3,Current
1805944,2701166,10/29/2015,debtconsolidation,0,14403,,13.4,389,C2,Current
1824456,2781535,1/27/2016,debtconsolidation,0,14040,60 months,9.94,298,A2,Current
1334046,2726531,9/25/2015,debtconsolidation,0,29710,60 months,8.63,611,D3,Default
1006270,2539577,12/29/2015,debtconsolidation,0,21446,48 months,8.91,533,A1,Current
1851827,2012870,5/20/2014,debtconsolidation,0,27447,48 months,5.82,642,A3,Current
1383162,2401081,8/22/2014,debtconsolidation,0,22250,60 months,9.23,464,A3,Current
1782898,2356393,10/31/2015,debtconsolidation,0,19795,60 months,9.03,411,B3,Current
1103760,2800347,12/21/2014,debtconsolidation,0,23670,36 months,22.58,911,D3,Default
1860105,2479479,5/9/2015,other,0,20107,60 months,11.57,443,D3,Current
1818528,2495234,8/24/2015,debtconsolidation,0,23182,60 months,11.48,510,C1,Current
1250637,2248495,1/27/2016,homeimprovement,0,18879,48 months,14.59,522,A3,Current
1873886,2436148,1/18/2016,debtconsolidation,0,16349,48 months,11.67,428,B1,Current
1856010,2331954,4/5/2015,debtconsolidation,0,21735,60 months,11.62,479,E2,Default
1733566,2498973,1/6/2016,debtconsolidation,0,23175,48 months,15.31,649,B2,Current
1083317,2812423,11/10/2015,debtconsolidation,0,18179,60 months,14.3,426,A1,Current
1808450,2435844,3/18/2015,debtconsolidation,0,15498,36 months,6.71,476,A1,Current
1285011,2450738,9/13/2014,debtconsolidation,0,22906,36 months,11.47,755,B1,Current
1218096,2022517,2/17/2016,debtconsolidation,0,23926,60 months,10.92,519,E1,Current
1246183,2866661,1/24/2016,auto,0,19165,36 months,10.05,619,D3,Current
1893072,2247520,5/5/2016,debtconsolidation,0,21821,60 months,15.81,528,B2,Current
1664444,2283211,4/21/2015,debtconsolidation,0,21527,48 months,8.92,535,A2,Current
1897666,2108123,7/22/2014,other,0,13440,60 months,7.65,270,A2,Current
1804860,2720873,6/7/2014,debtconsolidation,0,14162,60 months,12.74,320,C2,Current
1194723,2764114,5/15/2014,debtconsolidation,0,22044,36 months,6.42,675,A1,Current
1483052,2416471,5/29/2014,debtconsolidation,0,13136,36 months,11.03,430,C1,Current
1569038,2809114,5/24/2015,debtconsolidation,0,18729,48 months,9.09,467,A1,Current
1842262,2290630,9/3/2014,debtconsolidation,0,24316,60 months,13.97,565,E1,Current
1351320,2246258,12/23/2015,homeimprovement,0,26048,60 months,12.86,591,A1,Current
1590604,2801146,2/23/2015,debtconsolidation,0,17051,48 months,10.93,440,E1,Current
1701060,2550160,8/4/2014,debtconsolidation,0,21430,60 months,12.99,487,C1,Current
1431006,2841848,4/5/2016,debtconsolidation,0,28351,60 months,15.52,682,B3,Current
1844543,2546330,1/12/2016,debtconsolidation,0,16056,60 months,10.85,348,D3,Current
1752833,2883447,10/15/2015,debtconsolidation,0,23840,48 months,7.64,578,C1,Current
1229146,2752332,6/27/2016,debtconsolidation,0,17225,48 months,16.99,497,A2,Current
1535459,2000763,10/15/2014,debtconsolidation,0,16264,48 months,18.9,485,A3,Current
1662510,2145373,6/29/2014,debtconsolidation,0,21878,36 months,8.65,692,C3,Default
1328673,2538971,12/8/2015,education,1,18986,48 months,10.29,484,C1,Current
1057187,2875947,9/28/2014,debtconsolidation,0,19762,36 months,8,619,B1,Current
1105832,2612157,10/29/2014,debtconsolidation,1,17406,48 months,10.43,445,C2,Default
1405645,2792265,6/9/2014,debtconsolidation,0,17479,48 months,8.76,433,B2,Current
1861417,2538347,5/21/2016,debtconsolidation,0,27690,36 months,12.71,929,D2,Current
1281022,2360188,8/14/2015,business,0,12984,36 months,6.27,397,D3,Current
1431140,2715134,9/10/2015,debtconsolidation,0,19194,36 months,5.95,583,A1,Current
1465720,2057009,2/7/2016,debtconsolidation,0,28762,60 months,15.31,689,B1,Current
1839878,2085109,6/5/2016,debtconsolidation,0,14683,60 months,11.5,323,C3,Current
1248323,2205048,8/17/2014,debtconsolidation,0,21690,48 months,11.04,561,A3,Current
1847863,2522974,1/8/2016,debtconsolidation,0,11991,48 months,7.49,290,C2,Current
1668247,2678078,10/20/2015,debtconsolidation,0,20612,60 months,7.41,412,A1,Current
1187100,2645024,5/3/2016,debtconsolidation,0,17580,36 months,14.45,605,B2,Current
1471066,2438844,10/7/2014,debtconsolidation,0,8291,36 months,5.06,249,C1,Current
1549252,2268255,10/16/2014,other,0,27120,36 months,10.05,876,B3,Current
1720606,2257365,3/24/2016,debtconsolidation,0,28942,60 months,8.43,593,E3,Current
1829934,2396276,6/17/2016,homeimprovement,0,,48 months,7.17,477,A2,Current
1451957,2185028,2/21/2015,debtconsolidation,0,14120,36 months,9.99,456,A2,Current
1643617,2854268,2/25/2015,debtconsolidation,0,21291,36 months,21.56,808,D2,Default
1173819,2383536,9/12/2015,debtconsolidation,0,23226,36 months,9.99,749,B3,Current
1878228,2498413,2/27/2015,debtconsolidation,0,27778,,9.92,589,B3,Current
1425910,2639759,1/24/2015,debtconsolidation,0,22564,60 months,12.04,502,C1,Current
1885350,2689868,2/4/2015,debtconsolidation,0,19575,48 months,10.6,502,A2,Current
1795432,2511409,12/25/2014,debtconsolidation,0,26543,36 months,9.66,852,C3,Current
1892512,2597242,7/17/2015,debtconsolidation,0,20660,60 months,7.8,417,C3,Current
1211509,2285520,6/18/2016,debtconsolidation,0,25128,60 months,6.74,494,D2,Default
1275798,2658777,10/22/2015,business,0,25117,60 months,11.26,549,C3,Current
1401432,2447108,5/30/2014,debtconsolidation,0,22364,48 months,7.97,546,B3,Current
1222141,2528307,4/28/2016,debtconsolidation,0,15803,36 months,6.64,485,B1,Current
1068733,2051240,6/8/2016,debtconsolidation,0,33630,60 months,17.86,851,E1,Default
1756325,2818348,3/9/2015,debtconsolidation,0,19751,60 months,7.39,395,E3,Current
1315492,2539228,6/7/2014,debtconsolidation,0,25783,60 months,8.57,530,E1,Current
1353524,2836476,3/9/2015,debtconsolidation,0,17469,60 months,15.17,417,B1,Current
1387098,2356505,5/22/2016,debtconsolidation,0,15395,48 months,7.57,373,D3,Current
1680087,2865169,8/6/2014,debtconsolidation,0,18886,48 months,14.97,525,B3,Current
1830079,2513316,3/15/2015,debtconsolidation,0,24298,36 months,4.94,728,E3,Current
1270751,2825724,7/1/2015,debtconsolidation,0,12649,60 months,7.18,252,E1,Current
1417595,2139663,9/19/2015,homeimprovement,0,7679,60 months,9.7,162,C2,Current
1057361,2895788,11/6/2015,debtconsolidation,0,20357,60 months,5.62,390,E1,Current
1346884,2271522,7/25/2015,debtconsolidation,0,25497,48 months,13.3,688,B3,Current
1581513,2130101,8/18/2015,debtconsolidation,0,18587,60 months,13.87,431,B2,Current
1254050,2473628,3/10/2016,debtconsolidation,0,14822,48 months,13.78,403,E1,Current
1427673,2501078,6/27/2016,other,0,18266,36 months,14.93,633,B1,Current
1547320,2375081,4/22/2015,debtconsolidation,0,19857,48 months,8.35,488,C2,Current
1384378,2653181,12/26/2014,debtconsolidation,0,14109,60 months,16.37,346,A2,Current
1027367,2797530,5/17/2016,debtconsolidation,0,25308,36 months,8.98,805,A2,Current
1251902,2670066,10/14/2014,debtconsolidation,0,29785,36 months,6.41,912,B3,Current
1526742,2400860,6/5/2014,other,0,16436,60 months,14.98,391,A3,Current
1149117,2061100,6/13/2016,debtconsolidation,0,15176,36 months,7.79,474,E1,Current
1495534,2068705,5/1/2015,debtconsolidation,0,20557,60 months,7.28,410,B3,Current
1807372,2367427,4/10/2015,business,0,17570,60 months,6.49,344,A3,Current
1714797,2414054,1/16/2015,debtconsolidation,0,19750,60 months,11.11,430,C3,Current
1468918,2135203,9/15/2014,debtconsolidation,0,14836,60 months,10.21,317,A1,Current
1081287,2805592,6/6/2016,debtconsolidation,0,18760,60 months,9.66,395,A1,Current
1148524,2419003,6/29/2015,debtconsolidation,0,22163,36 months,12.79,745,C3,Current
1263418,2265443,6/21/2014,debtconsolidation,0,14508,36 months,14.92,502,B2,Current
1427149,2304405,8/18/2014,debtconsolidation,0,26087,36 months,15.45,910,A3,Current
1796707,2015089,3/31/2016,debtconsolidation,0,26396,60 months,6.6,518,A2,Current
1607783,2521832,10/24/2014,debtconsolidation,0,15694,60 months,8.79,324,A1,Current
1261579,2524038,5/7/2016,healthcare,0,22006,60 months,12.19,492,B3,Current
1361511,2115262,3/27/2016,debtconsolidation,0,20326,60 months,17.7,513,C3,Default
1061449,2647935,5/25/2015,debtconsolidation,0,22582,48 months,8.06,552,A1,Current
1700940,2806198,6/15/2015,debtconsolidation,0,18552,48 months,5.52,432,D3,Default
1893500,2342708,11/5/2014,debtconsolidation,0,27565,36 months,5.63,834,B3,Current
1731916,2422830,12/9/2015,debtconsolidation,0,19191,36 months,14.34,659,A1,Current
1423914,2402715,5/5/2015,debtconsolidation,0,14404,36 months,5.98,438,B1,Current
1179471,2604746,4/26/2015,education,0,16813,36 months,16.96,599,C2,Current
1215166,2262613,4/17/2016,debtconsolidation,0,20817,36 months,7.32,646,A1,Current
1099273,2790133,11/21/2015,debtconsolidation,0,25044,60 months,7.47,501,A2,Current
1577985,2201249,7/19/2014,debtconsolidation,0,22618,48 months,26.48,769,E3,Default
1033612,2063388,7/18/2015,business,0,20976,36 months,10.99,687,B1,Default
1429032,2174246,2/13/2015,debtconsolidation,0,16608,36 months,7.93,520,A2,Current
1826894,2450702,1/14/2015,debtconsolidation,0,23293,60 months,7.62,468,C2,Current
1485120,2775223,1/12/2015,business,0,25330,60 months,12.1,565,A2,Current
1200278,2814310,5/22/2016,debtconsolidation,0,22226,48 months,10.55,570,B3,Current
1690516,2182001,8/19/2014,debtconsolidation,0,15962,36 months,5.16,480,D2,Default
1238579,2440087,1/8/2015,debtconsolidation,0,22215,60 months,4.67,416,B3,Current
1847494,2671285,7/11/2014,debtconsolidation,0,17728,60 months,10.2,378,C1,Current
1566002,2734817,8/15/2014,debtconsolidation,0,22767,48 months,15.75,642,E2,Default
1089242,2836218,6/16/2014,debtconsolidation,0,32534,60 months,7.75,656,A1,Default
1669656,2087519,2/20/2015,debtconsolidation,0,19778,36 months,8.68,626,A1,Current
1567740,2393578,1/29/2015,debtconsolidation,0,12518,60 months,10.42,269,A3,Current
1417792,2018210,8/13/2015,debtconsolidation,0,15298,36 months,22.04,585,D1,Default
1173187,2878794,5/7/2016,debtconsolidation,0,22400,36 months,17.58,805,A1,Current
1824138,2796769,6/1/2014,other,0,21835,60 months,10.13,465,B1,Current
1493316,2883590,8/9/2014,debtconsolidation,0,21927,48 months,7.48,530,A1,Current
1835181,2392016,6/3/2014,debtconsolidation,0,29638,60 months,7.68,596,A1,Current
1662564,2735198,5/13/2014,debtconsolidation,0,19257,48 months,10.09,489,E3,Current
1746595,2252686,2/23/2016,education,0,16575,48 months,13.11,446,A2,Current
1863757,2255132,2/19/2015,debtconsolidation,0,18347,48 months,8.83,455,A1,Current
1212710,2235821,12/21/2014,debtconsolidation,0,15948,48 months,6.98,382,C1,Current
1358800,2279269,8/7/2014,debtconsolidation,0,20374,48 months,12.74,544,A2,Current
1039142,2539333,12/3/2015,debtconsolidation,0,17108,48 months,10.48,438,A1,Current
1037010,2782712,1/8/2016,debtconsolidation,0,26282,,8.79,543,A3,Current
1303782,2533416,9/15/2015,debtconsolidation,0,26383,60 months,21.73,725,D1,Default
1570408,2529999,9/17/2015,debtconsolidation,0,20734,36 months,6.18,632,B2,Current
1671944,2106226,3/30/2015,debtconsolidation,0,23901,60 months,5,451,E1,Current
1465039,2766483,6/2/2014,homeimprovement,0,23123,48 months,25.28,770,E1,Default
1876728,2768327,5/15/2016,business,0,15873,,8.79,328,C1,Current
1426433,2865609,11/15/2015,debtconsolidation,0,21735,36 months,8.64,688,A2,Current
1345124,2427990,5/28/2014,debtconsolidation,0,22264,48 months,6.91,532,C2,Current
1561302,2112187,7/31/2014,debtconsolidation,0,24791,48 months,8.66,613,A1,Current
1025088,2648672,5/17/2014,debtconsolidation,0,15861,48 months,6.61,377,B1,Current
1135217,2508738,5/27/2015,debtconsolidation,1,28658,48 months,5.74,670,B2,Current
1736377,2579829,6/4/2014,debtconsolidation,0,19338,36 months,13.95,660,C2,Current
1038994,2737186,9/13/2014,debtconsolidation,0,20025,60 months,13.61,462,E3,Current
1262054,2816379,5/1/2015,debtconsolidation,0,15220,60 months,13.39,349,B2,Current
1590891,2148253,11/14/2014,debtconsolidation,0,21906,48 months,7.09,525,A3,Current
1232263,2560839,6/12/2016,debtconsolidation,0,10606,60 months,13.76,245,E2,Current
1864575,2011315,2/13/2016,debtconsolidation,0,23569,36 months,6.96,727,B3,Current
1453850,2370392,9/5/2015,debtconsolidation,0,9579,48 months,18.04,282,C3,Current
1393716,2261563,10/14/2014,other,0,30920,36 months,13.87,1055,D2,Current
1557588,2718777,6/11/2014,debtconsolidation,0,19915,48 months,6.92,476,A2,Current
1189697,2885735,12/20/2015,debtconsolidation,0,17898,36 months,17.68,644,B3,Current
1779863,2467892,10/9/2014,debtconsolidation,0,25127,36 months,16.91,895,A2,Current
1064647,2386565,6/8/2014,debtconsolidation,0,23080,60 months,4.81,434,A3,Current
1577204,2421505,7/14/2015,debtconsolidation,0,,60 months,11.89,516,C2,Current
1677834,2521564,11/10/2015,debtconsolidation,0,21191,60 months,10.22,453,D2,Current
1486941,2257218,2/4/2016,debtconsolidation,0,19814,36 months,9.31,633,A2,Current
1098078,2110747,8/15/2014,debtconsolidation,0,17264,60 months,12.88,392,E3,Default
1430227,2324999,5/24/2014,debtconsolidation,0,15672,48 months,12.01,413,C2,Current
1430365,2020871,1/11/2015,debtconsolidation,0,8151,60 months,17.11,203,A1,Current
1843535,2842426,4/17/2016,other,0,20581,60 months,12.08,459,E2,Default
1191528,2658893,4/28/2016,debtconsolidation,0,20105,36 months,12.65,674,E2,Current
1392526,2297135,1/14/2015,debtconsolidation,0,11220,60 months,12.05,250,B1,Current
1296362,2192705,7/31/2014,debtconsolidation,0,15822,60 months,10.74,342,A2,Current
1668923,2832203,12/16/2015,homeimprovement,0,19954,48 months,12.57,531,B1,Current
1157165,2640624,1/21/2016,business,0,18979,60 months,16.09,462,A2,Current
1018518,2759899,7/7/2015,healthcare,0,21907,36 months,10.4,711,C3,Current
1500105,2167373,12/8/2014,homeimprovement,0,29163,48 months,15.65,821,A1,Current
1017486,2876789,12/16/2014,debtconsolidation,0,20183,48 months,16.77,580,D2,Current
1549275,2284564,5/30/2016,debtconsolidation,0,19147,60 months,7,379,A2,Current
1848106,2426957,7/3/2015,debtconsolidation,0,19350,60 months,12.22,433,C2,Default
1734757,2064093,1/9/2015,debtconsolidation,0,19315,60 months,17.06,481,B1,Current
1642081,2674239,9/14/2015,business,0,18076,36 months,12.41,604,A1,Current
1329666,2161009,9/27/2015,homeimprovement,0,17829,36 months,12.42,596,A3,Current
1290058,2651881,6/29/2016,debtconsolidation,0,14601,60 months,6.91,288,A1,Current
1561266,2282493,2/24/2016,other,0,27449,48 months,8.36,675,B3,Current
1505017,2810380,9/18/2014,debtconsolidation,0,17515,36 months,4.86,524,B1,Current
1480492,2719131,4/19/2016,debtconsolidation,0,26223,36 months,6.66,806,E3,Default
1132044,2716414,4/29/2015,debtconsolidation,0,17167,48 months,12.51,456,B3,Current
1842913,2281132,10/2/2014,business,0,16892,36 months,17.55,607,B3,Current
1017786,2577310,5/19/2016,debtconsolidation,0,20829,48 months,18.58,618,B2,Current
1686170,2536088,5/10/2016,debtconsolidation,0,23128,36 months,8.66,732,C3,Current
1862685,2067005,11/12/2015,debtconsolidation,0,20213,48 months,10.41,517,B3,Current
1108430,2749162,7/24/2014,debtconsolidation,0,23560,48 months,8.59,582,B1,Current
1073338,2183482,9/18/2015,debtconsolidation,0,29889,48 months,11.15,775,C3,Current
1648200,2073889,11/3/2015,debtconsolidation,0,20705,36 months,13.8,706,C1,Current
1767166,2378836,5/15/2016,debtconsolidation,0,20396,36 months,7.78,637,A2,Current
1597480,2141132,7/20/2015,debtconsolidation,0,23165,36 months,9.16,738,C3,Current
1838381,2265510,4/14/2015,debtconsolidation,0,18057,60 months,8.44,370,B1,Current
1292177,2234416,2/24/2015,debtconsolidation,0,20616,36 months,15.38,719,A2,Current
1535565,2039623,5/31/2014,debtconsolidation,0,19539,48 months,13.14,526,B1,Current
1814798,2351249,2/27/2015,debtconsolidation,0,,60 months,8.6,518,B1,Default
1824494,2847337,8/20/2014,homeimprovement,0,9202,36 months,8.26,289,C2,Current
1155219,2642514,6/19/2015,debtconsolidation,0,17508,60 months,6.86,346,A2,Current
1131075,2742152,12/30/2014,homeimprovement,0,12075,60 months,8.4,247,B2,Current
1574884,2644404,4/4/2015,debtconsolidation,0,20105,60 months,16.19,491,E3,Current
1867212,2706356,6/29/2014,debtconsolidation,0,32353,60 months,10.6,697,A3,Current
1650412,2377977,9/18/2014,debtconsolidation,0,,36 months,8.45,792,B1,Current
1270464,2534875,6/12/2014,debtconsolidation,0,13819,36 months,7.13,428,A3,Current
1026122,2718282,1/20/2016,debtconsolidation,0,17186,60 months,12.41,386,B2,Current
1225950,2659725,8/8/2014,debtconsolidation,0,20964,48 months,16.4,598,A1,Current
1044756,2005048,6/9/2015,debtconsolidation,0,14594,48 months,11.14,378,A2,Current
1631005,2226497,6/29/2015,business,0,14489,48 months,9.65,365,A1,Current
1853068,2409377,7/1/2015,debtconsolidation,0,22007,36 months,7.65,686,A3,Current
1266359,2210299,8/18/2014,homeimprovement,0,14242,60 months,8.56,293,A2,Current
1709652,2440248,8/6/2014,debtconsolidation,0,22678,48 months,14.67,627,A3,Current
1393466,2814627,8/11/2015,debtconsolidation,1,16410,48 months,9.61,413,B2,Current
1688906,2668883,12/29/2014,debtconsolidation,0,18177,36 months,10.57,591,D1,Default
1561270,2401232,12/7/2014,debtconsolidation,0,21652,48 months,6.38,512,C1,Current
1515215,2034621,4/26/2015,debtconsolidation,0,26399,60 months,13.72,610,A1,Current
1796372,2157936,4/8/2016,debtconsolidation,0,22338,60 months,26.97,682,B3,Default
1113680,2094477,3/13/2016,debtconsolidation,0,14185,36 months,8.58,448,C2,Current
1101185,2363780,6/20/2015,homeimprovement,0,23417,36 months,14.15,802,B1,Current
1155442,2261770,1/12/2015,homeimprovement,0,23115,48 months,12.71,617,A2,Current
1124659,2128123,8/5/2015,debtconsolidation,0,20082,60 months,17.98,510,A3,Current
1789416,2562270,6/11/2016,debtconsolidation,0,16433,36 months,8.53,519,A3,Current
1206952,2015134,7/3/2014,debtconsolidation,0,16157,60 months,6.46,316,B3,Current
1426892,2076123,7/5/2015,debtconsolidation,0,18072,60 months,6.33,352,B3,Current
1191177,2448055,8/24/2015,debtconsolidation,0,25672,36 months,13.07,866,B1,Current
1414121,2798113,3/8/2016,debtconsolidation,0,14389,60 months,16.03,350,A1,Current
1269135,2764348,3/16/2015,debtconsolidation,0,22272,48 months,13.54,603,C2,Current
1719621,2431452,4/20/2015,debtconsolidation,0,22422,48 months,13.49,607,E1,Default
1350087,2014620,10/25/2015,debtconsolidation,0,20058,48 months,11.28,521,D1,Current
1814095,2491968,11/18/2014,debtconsolidation,0,24587,60 months,15.2,588,C1,Default
1121940,2105378,12/31/2014,other,0,16515,48 months,12.96,443,C3,Default
1301486,2120890,4/13/2016,debtconsolidation,0,21085,60 months,9.62,444,A3,Current
1427668,2138440,8/30/2015,debtconsolidation,0,15089,36 months,6.04,459,B3,Current
1426732,2464780,5/11/2015,debtconsolidation,0,18175,48 months,9.67,458,E3,Current
1691539,2250428,12/27/2015,homeimprovement,0,19626,60 months,15.77,475,A3,Current
1697784,2790054,2/1/2015,debtconsolidation,0,27058,48 months,10.27,690,A2,Current
1062060,2127790,7/10/2015,debtconsolidation,0,20820,48 months,9.48,523,C1,Current
1455425,2365390,11/16/2014,debtconsolidation,0,13395,48 months,19.04,401,A2,Current
1659684,2277658,6/26/2016,debtconsolidation,0,18768,36 months,7.36,583,C2,Current
1485991,2528780,6/19/2015,debtconsolidation,0,28633,48 months,12.64,763,E3,Current
1416300,2068447,9/10/2015,debtconsolidation,0,22663,36 months,13.27,767,B2,Current
