,loanId,memberId,date,purpose,isJointApplication,loanAmount,term,interestRate,monthlyPayment,grade,loanStatus,residentialState,yearsEmployment,homeOwnership,annualIncome,incomeVerified,dtiRatio,lengthCreditHistory,numTotalCreditLines,numOpenCreditLines,numOpenCreditLines1Year,revolvingBalance,revolvingUtilizationRate,numDerogatoryRec,numDelinquency2Years,numChargeoff1year,numInquiries6Mon
65400,1093088,2541984,9/5/2014,debtconsolidation,0.0,31240.0,48 months,11.21,811,B3,Current,FL,6-9 years,rent,56106,1,18.43,6,12,12.0,5,15015,71.05,0,0,0,0
65401,1623149,2426352,5/12/2016,debtconsolidation,0.0,21523.0,48 months,5.78,503,A2,Current,AZ,10+ years,rent,50875,1,17.45,21,16,9.0,7,16775,44.3,0,0,0,0
65402,1471883,2647613,4/25/2016,debtconsolidation,0.0,19407.0,60 months,12.12,433,B1,Current,PA,1 year,mortgage,55906,1,12.1,6,19,12.0,9,13626,41.98,0,5,4,0
65403,1550436,2048921,4/14/2016,debtconsolidation,0.0,17914.0,48 months,6.07,421,E1,Current,IA,< 1 year,rent,55719,1,14.6,16,24,21.0,20,12911,23.08,0,0,0,0
65404,1019430,2773905,5/18/2016,debtconsolidation,0.0,30020.0,36 months,12.37,1002,E2,Current,MI,6-9 years,mortgage,55016,1,13.5,3,12,10.0,10,15414,58.78,0,0,0,0
65405,1480032,2394564,4/27/2015,debtconsolidation,0.0,20658.52458734873,48 months,10.57,752,C1,Current,NY,1 year,mortgage,49093,1,27.04,15,18,15.0,11,10295,78.9,0,0,0,16
65406,1772613,2275991,6/13/2014,debtconsolidation,0.0,20500.0,36 months,26.62,833,C3,Default,WI,10+ years,mortgage,50549,1,17.22,3,15,12.0,9,14551,74.15,0,0,0,0
65407,1537297,2392036,10/17/2015,debtconsolidation,0.0,20658.52458734873,60 months,23.1,710,C1,Default,MD,10+ years,own,51834,0,10.14,4,15,10.0,6,13238,76.61,0,8,6,1
65408,1174583,2213373,4/29/2015,homeimprovement,0.0,22515.0,36 months,13.05,759,A3,Current,MO,2-5 years,rent,57062,1,13.64,34,21,11.0,6,16440,68.37,0,0,0,0
65409,1122622,2847811,5/10/2015,debtconsolidation,0.0,18958.0,60 months,13.13,433,A2,Current,KY,6-9 years,rent,58285,1,11.92,2,21,16.0,13,11667,62.02,0,0,0,0
65410,1423042,2773364,1/20/2015,debtconsolidation,0.0,26717.0,60 months,13.41,614,C3,Current,OR,10+ years,rent,53803,1,15.72,10,14,8.0,6,12523,46.06,0,0,0,1
65411,1757560,2392869,9/3/2014,debtconsolidation,0.0,7954.0,60 months,4.91,150,D2,Current,IA,2-5 years,rent,54487,1,15.46,27,16,13.0,13,14754,76.22,0,0,0,0
65412,1679965,2188779,1/4/2016,debtconsolidation,1.0,24800.0,48 months,7.02,594,B3,Current,FL,< 1 year,mortgage,52617,1,16.26,14,16,10.0,8,17777,73.99,0,0,0,0
65413,1795822,2072930,6/16/2016,debtconsolidation,0.0,19094.0,48 months,9.05,476,C3,Current,SC,1 year,mortgage,54529,0,15.58,2,13,12.0,6,14669,91.98,0,18,10,0
65414,1785487,2284449,4/21/2015,debtconsolidation,0.0,15532.0,48 months,9.96,394,A1,Current,MD,2-5 years,mortgage,55920,1,14.72,16,20,15.0,9,11019,78.47,0,0,0,1
65415,1199052,2155773,6/29/2015,debtconsolidation,0.0,24073.0,36 months,9.78,774,B1,Current,CA,6-9 years,rent,58024,0,17.81,4,15,12.0,11,11428,80.59,0,0,0,0
65416,1493306,2559936,3/27/2015,debtconsolidation,0.0,19207.0,48 months,7.58,465,A3,Current,AL,< 1 year,mortgage,54174,1,14.53,10,10,5.0,2,17391,78.5,1,0,0,0
65417,1874304,2476532,12/22/2014,debtconsolidation,0.0,18905.0,60 months,9.72,399,D1,Current,AR,10+ years,rent,54113,1,12.86,5,14,14.0,8,17565,68.29,0,0,0,0
65418,1408929,2833298,2/5/2016,debtconsolidation,0.0,20140.0,48 months,7.75,489,D1,Current,CO,10+ years,rent,56572,1,17.69,4,11,8.0,6,17391,43.27,0,0,0,0
65419,1418692,2353236,4/19/2015,debtconsolidation,0.0,22821.0,36 months,16.62,809,A2,Current,DE,1 year,rent,56049,1,13.85,29,16,15.0,11,14557,61.41,6,0,0,0
65420,1397833,2685199,8/12/2015,debtconsolidation,0.0,24054.0,36 months,9.15,767,E3,Current,DC,6-9 years,mortgage,51958,0,12.92,22,15,9.0,6,16793,49.84,0,7,5,0
65421,1774257,2627751,11/3/2014,homeimprovement,0.0,22992.0,36 months,7.27,713,A3,Current,TX,6-9 years,mortgage,55584,1,23.21,6,10,7.0,4,10648,56.67,0,0,0,1
65422,1450088,2789522,1/18/2016,debtconsolidation,0.0,14061.0,60 months,14.93,334,A3,Current,GA,6-9 years,rent,53600,0,16.96,6,18,18.0,10,15519,91.42,0,0,0,0
65423,1274165,2660795,5/13/2014,other,0.0,16735.0,36 months,7.19,518,D2,Current,WV,2-5 years,mortgage,51806,1,18.82,14,14,7.0,3,16080,84.98,0,0,0,0
65424,1593934,2527184,3/15/2016,homeimprovement,0.0,24921.0,60 months,5.79,479,A3,Current,CA,< 1 year,mortgage,57346,1,14.42,1,22,21.0,17,16317,67.79,0,0,0,0
65425,1209313,2515126,10/7/2014,debtconsolidation,0.0,15762.0,60 months,13.13,360,A3,Current,AL,6-9 years,rent,56356,0,13.0,8,17,11.0,4,15031,75.75,0,0,0,2
65426,1026222,2570121,3/11/2015,debtconsolidation,0.0,21620.0,60 months,8.47,443,B2,Current,RI,2-5 years,mortgage,58596,1,26.01,3,13,8.0,5,12959,51.93,0,0,0,0
65427,1795327,2221869,11/28/2015,debtconsolidation,0.0,28032.0,36 months,11.98,931,A2,Current,CA,2-5 years,mortgage,61430,0,16.47,7,10,5.0,5,13409,55.42,0,0,0,0
65428,1078808,2460742,9/5/2015,debtconsolidation,1.0,17246.0,60 months,4.6,322,B2,Current,IA,6-9 years,rent,50927,1,15.28,37,14,9.0,4,18237,42.96,4,0,0,0
65429,1762596,2097647,10/2/2014,debtconsolidation,0.0,14716.0,36 months,7.2,456,D2,Current,RI,< 1 year,mortgage,48263,0,17.08,9,9,8.0,6,13828,71.51,0,0,0,0
65430,1724857,2209928,5/16/2014,debtconsolidation,0.0,26588.0,48 months,19.2,798,A1,Current,NY,2-5 years,mortgage,59016,0,10.41,38,18,14.0,14,13122,76.94,0,9,5,1
65431,1068639,2695358,12/12/2014,debtconsolidation,0.0,22488.0,48 months,10.84,579,B3,Current,TX,10+ years,mortgage,50795,0,19.07,5,11,8.0,7,15919,69.49,15,1,1,1
65432,1636514,2093787,7/17/2015,debtconsolidation,0.0,22197.0,36 months,11.97,737,C2,Current,ME,10+ years,rent,47117,0,21.99,1,19,19.0,12,16269,77.62,0,0,0,0
65433,1601042,2494032,5/5/2016,debtconsolidation,0.0,29743.0,60 months,20.05,789,E1,Default,AL,10+ years,mortgage,53650,1,16.36,28,14,13.0,11,15973,31.84,0,0,0,0
65434,1116854,2055950,10/14/2015,debtconsolidation,0.0,16438.0,60 months,10.1,350,B3,Current,NH,6-9 years,mortgage,59145,1,13.8,4,13,7.0,4,13356,75.13,0,0,0,0
65435,1415843,2317335,2/12/2016,debtconsolidation,0.0,27371.0,48 months,6.72,652,A2,Current,CA,< 1 year,own,55986,0,11.1,4,12,9.0,3,21196,46.76,0,0,0,0
65436,1539164,2138676,5/14/2016,debtconsolidation,0.0,17968.0,60 months,11.11,392,B2,Current,IA,6-9 years,rent,55386,1,14.05,23,22,11.0,6,14160,95.66,0,1,1,1
65437,1006984,2116328,8/13/2014,other,0.0,17257.0,48 months,7.41,417,D3,Current,SC,2-5 years,mortgage,53536,0,18.69,1,13,9.0,7,17172,72.42,0,0,0,2
65438,1325437,2881550,12/14/2014,debtconsolidation,0.0,27601.0,60 months,8.63,568,B1,Current,NY,10+ years,own,54700,1,18.06,37,8,6.0,6,16881,67.31,0,0,0,0
65439,1530720,2895999,3/6/2015,debtconsolidation,0.0,14821.0,48 months,12.6,395,B1,Current,AZ,1 year,mortgage,51131,0,15.53,2,13,9.0,9,18162,79.68,0,7,6,0
65440,1662794,2795230,10/27/2014,debtconsolidation,0.0,19960.0,48 months,17.46,581,C2,Current,ID,6-9 years,mortgage,52190,1,9.67,9,13,7.0,6,14648,63.25,0,0,0,0
65441,1270162,2380570,11/2/2014,debtconsolidation,0.0,16744.0,36 months,5.98,509,B1,Current,DC,1 year,rent,54206,1,16.01,9,14,10.0,7,18820,65.65,0,10,6,0
65442,1867936,2307264,7/22/2014,debtconsolidation,0.0,25992.0,48 months,11.21,674,B2,Current,DC,< 1 year,mortgage,53485,1,21.62,2,15,8.0,3,18113,59.66,0,12,9,0
65443,1805330,2500070,5/10/2016,debtconsolidation,0.0,19419.0,60 months,18.56,499,D1,Current,IA,10+ years,own,53201,1,16.56,8,16,13.0,12,14476,66.42,6,0,0,0
65444,1864241,2341518,8/18/2015,debtconsolidation,0.0,18909.0,60 months,16.61,466,B2,Current,IN,10+ years,mortgage,51967,0,19.12,17,8,5.0,5,16447,57.06,0,0,0,0
65445,1374857,2877988,8/1/2015,debtconsolidation,0.0,16047.0,60 months,10.25,343,C2,Default,MN,10+ years,mortgage,54000,1,24.71,6,17,15.0,14,13093,67.31,0,1,1,2
65446,1199504,2686570,5/19/2016,debtconsolidation,0.0,18534.0,48 months,11.72,486,C1,Current,DC,10+ years,mortgage,55243,1,15.37,6,20,11.0,4,13599,46.65,0,9,6,0
65447,1515741,2424093,3/13/2016,homeimprovement,0.0,24007.0,36 months,11.55,792,B1,Current,UT,< 1 year,rent,55133,1,11.52,3,9,6.0,5,16039,76.98,0,1,1,0
65448,1228205,2244212,6/8/2015,debtconsolidation,0.0,19837.0,48 months,7.69,481,A2,Current,MD,10+ years,mortgage,58830,0,17.18,2,18,9.0,5,10015,76.85,1,0,0,0
65449,1070364,2104395,3/16/2016,debtconsolidation,0.0,18464.0,48 months,10.99,477,C1,Current,ID,< 1 year,mortgage,51321,1,23.96,6,10,9.0,6,14388,54.46,0,13,8,1
65450,1671283,2028561,2/14/2015,debtconsolidation,0.0,24217.0,36 months,8.72,767,A1,Current,MN,6-9 years,mortgage,57210,1,21.04,5,14,11.0,8,16806,60.18,0,7,7,0
65451,1197619,2392892,6/7/2015,debtconsolidation,1.0,19073.0,48 months,10.04,484,B2,Current,FL,10+ years,own,55503,1,20.86,9,15,12.0,4,17217,49.96,0,0,0,9
65452,1814866,2062190,4/3/2016,debtconsolidation,0.0,23022.0,36 months,16.3,813,A2,Current,NY,1 year,mortgage,53360,0,20.21,30,10,9.0,5,19552,43.6,0,0,0,1
65453,1612745,2079073,10/4/2015,debtconsolidation,0.0,19089.0,36 months,5.71,578,D2,Current,IN,1 year,rent,50452,0,14.41,36,13,8.0,8,20137,73.94,0,0,0,0
65454,1037822,2738243,6/4/2014,debtconsolidation,1.0,18269.0,48 months,7.67,443,C3,Current,FL,1 year,own,58091,0,24.85,9,14,11.0,11,17263,62.47,0,0,0,0
65455,1435624,2382809,8/7/2014,debtconsolidation,0.0,19797.0,48 months,18.7,589,E3,Current,CA,1 year,own,55326,0,6.75,40,13,12.0,9,12893,66.05,1,0,0,1
65456,1208378,2446420,3/31/2016,debtconsolidation,0.0,23046.0,48 months,6.66,548,B2,Current,NY,1 year,mortgage,55083,1,11.03,20,15,9.0,7,15266,29.99,9,18,15,2
65457,1088635,2204029,1/5/2015,debtconsolidation,0.0,20914.0,60 months,6.64,411,C1,Current,CO,10+ years,rent,60768,0,8.65,32,12,10.0,4,14099,55.42,0,0,0,0
65458,1882340,2612619,10/17/2015,debtconsolidation,0.0,17849.0,36 months,5.36,538,C3,Current,FL,6-9 years,mortgage,58447,1,6.34,24,16,8.0,6,10287,68.99,0,0,0,0
65459,1498668,2148375,6/30/2014,debtconsolidation,0.0,28140.0,36 months,12.0,935,C1,Current,TX,6-9 years,rent,57219,1,17.12,1,19,18.0,13,15154,48.14,1,1,1,1
65460,1507410,2742377,9/25/2015,homeimprovement,0.0,25757.0,48 months,10.6,661,A1,Current,MS,2-5 years,mortgage,59467,1,12.48,5,20,19.0,9,11895,56.0,0,0,0,1
65461,1101711,2181541,4/25/2015,debtconsolidation,0.0,34720.0,60 months,9.48,729,B1,Current,NY,2-5 years,mortgage,59158,0,19.68,1,16,15.0,13,13621,57.27,0,0,0,1
65462,1118179,2848631,11/19/2014,debtconsolidation,0.0,19180.0,60 months,7.96,389,B1,Current,FL,< 1 year,mortgage,48935,0,26.59,6,10,5.0,3,14799,65.68,0,0,0,2
65463,1716188,2208137,8/18/2014,debtconsolidation,0.0,14798.0,60 months,12.29,331,C1,Current,MO,2-5 years,rent,56998,1,12.52,5,21,11.0,5,11670,71.03,0,0,0,0
65464,1150905,2788331,10/10/2015,debtconsolidation,0.0,20527.0,36 months,9.97,662,B1,Current,WV,10+ years,rent,53542,1,10.17,2,14,13.0,11,11510,71.5,0,0,0,0
65465,1583619,2253822,5/29/2015,debtconsolidation,0.0,13213.0,60 months,10.5,284,B3,Current,UT,2-5 years,own,51417,1,17.93,3,3,2.0,1,13179,63.18,0,0,0,0
65466,1675556,2437800,2/20/2015,debtconsolidation,0.0,20747.0,60 months,12.13,463,A3,Current,FL,2-5 years,own,53981,0,14.85,8,14,8.0,6,17000,53.4,0,1,1,2
65467,1654490,2672506,3/5/2016,debtconsolidation,0.0,18464.0,36 months,10.92,604,B1,Current,MA,1 year,mortgage,53637,0,18.15,36,8,7.0,3,11889,57.45,0,0,0,2
65468,1370060,2067693,8/3/2015,debtconsolidation,0.0,25020.0,36 months,8.52,790,B1,Current,MO,1 year,rent,57712,0,16.15,5,12,8.0,3,12152,54.47,0,0,0,1
65469,1527411,2817622,6/2/2015,debtconsolidation,0.0,17679.0,48 months,7.6,428,C2,Current,PA,2-5 years,own,56887,0,22.24,5,14,10.0,7,9778,39.03,0,0,0,1
65470,1639696,2603400,4/27/2016,debtconsolidation,0.0,19775.0,36 months,15.31,689,A1,Current,DC,2-5 years,mortgage,54974,1,11.66,6,23,12.0,7,14974,79.88,6,0,0,0
65471,1133053,2045479,5/20/2016,debtconsolidation,0.0,17915.0,36 months,9.32,572,A3,Default,WA,10+ years,mortgage,56780,0,16.13,2,11,8.0,5,14526,73.61,0,0,0,14
65472,1620440,2852700,7/29/2014,debtconsolidation,0.0,17496.0,36 months,8.6,553,B3,Current,WA,1 year,mortgage,53962,1,16.25,10,19,19.0,10,14699,75.92,0,1,1,0
65473,1256953,2640745,1/26/2015,debtconsolidation,0.0,23265.0,36 months,22.22,891,A3,Default,OK,< 1 year,mortgage,52149,1,19.11,4,12,10.0,7,16042,79.04,14,0,0,1
65474,1385685,2417137,5/16/2016,debtconsolidation,0.0,20609.0,48 months,17.4,599,C1,Current,MD,6-9 years,rent,57898,1,4.87,5,15,8.0,7,16160,75.85,0,0,0,2
65475,1684217,2591046,2/7/2015,debtconsolidation,0.0,32285.0,36 months,4.56,961,A1,Current,TX,6-9 years,rent,53586,1,10.88,6,21,21.0,12,16801,82.49,0,0,0,0
65476,1495778,2772251,7/31/2014,debtconsolidation,0.0,22428.0,36 months,7.03,693,C2,Current,SD,< 1 year,mortgage,54398,0,20.12,5,19,19.0,13,15967,62.56,0,0,0,14
65477,1204582,2273815,5/22/2015,debtconsolidation,0.0,21619.0,48 months,8.23,530,A1,Current,ME,1 year,mortgage,52472,0,14.85,34,11,6.0,4,15590,70.29,0,0,0,0
65478,1072534,2647707,7/2/2014,debtconsolidation,0.0,21780.0,36 months,7.62,679,C2,Current,CA,< 1 year,mortgage,53432,1,17.8,6,13,9.0,8,14516,70.98,0,0,0,1
65479,1375582,2333963,12/3/2014,debtconsolidation,0.0,15438.0,60 months,10.9,335,B2,Current,AZ,2-5 years,rent,55789,1,21.41,8,20,10.0,3,17934,56.16,0,1,1,1
65480,1876377,2571765,10/13/2015,debtconsolidation,0.0,16404.0,60 months,8.77,339,A2,Current,OR,2-5 years,rent,55000,1,14.25,5,13,10.0,10,11802,49.21,0,0,0,0
65481,1329991,2084699,5/27/2016,debtconsolidation,0.0,17129.0,60 months,5.14,396,C2,Current,ME,2-5 years,rent,55196,1,26.36,36,21,18.0,7,10809,71.54,0,0,0,0
65482,1842520,2796930,2/26/2016,debtconsolidation,1.0,22951.0,48 months,8.77,569,A1,Current,AL,< 1 year,own,52932,1,16.56,3,17,15.0,11,12347,76.99,0,0,0,0
65483,1152259,2296270,10/4/2015,debtconsolidation,0.0,20503.0,36 months,10.63,668,C1,Current,SC,2-5 years,mortgage,52174,1,16.77,22,15,10.0,7,13457,89.07,0,0,0,2
65484,1030909,2467955,5/13/2015,homeimprovement,1.0,28463.0,60 months,18.05,724,A3,Current,MI,1 year,own,51462,1,21.21,4,15,11.0,7,17687,35.67,0,0,0,5
65485,1168176,2360371,6/18/2014,debtconsolidation,0.0,21143.0,48 months,20.31,647,C1,Current,SD,1 year,own,53619,1,15.58,7,14,11.0,5,14778,71.04,1,0,0,1
65486,1807665,2528406,10/28/2014,business,0.0,13645.0,36 months,14.9,472,B3,Current,AL,2-5 years,own,53763,1,17.35,2,16,14.0,6,14534,62.45,0,0,0,0
65487,1528689,2548492,11/3/2015,debtconsolidation,0.0,22876.0,60 months,9.0,475,C2,Current,CO,6-9 years,rent,57910,1,11.27,10,14,7.0,4,14653,72.78,0,0,0,16
65488,1010580,2386422,2/16/2015,debtconsolidation,0.0,31960.0,48 months,14.27,878,E3,Current,ME,1 year,mortgage,52347,1,16.4,9,14,13.0,13,15787,61.98,0,0,0,0
65489,1471962,2869564,10/4/2014,debtconsolidation,0.0,18908.0,48 months,15.28,529,C2,Current,ME,10+ years,mortgage,51567,1,15.83,26,14,10.0,8,13544,57.88,0,0,0,0
65490,1019970,2417889,9/4/2015,debtconsolidation,0.0,23664.0,48 months,5.7,553,A2,Current,DC,10+ years,own,55834,0,14.05,1,11,7.0,7,14503,75.27,0,0,0,16
65491,1562249,2684642,10/18/2014,debtconsolidation,0.0,20514.0,48 months,11.85,539,B2,Current,GA,1 year,mortgage,53512,0,20.77,2,14,12.0,8,12347,76.38,1,0,0,0
65492,1480669,2350884,9/11/2015,debtconsolidation,0.0,8801.0,60 months,12.47,198,B3,Current,KY,< 1 year,rent,53698,1,21.28,6,18,11.0,5,15178,68.0,0,0,0,2
65493,1281691,2401701,4/17/2015,other,0.0,19123.0,36 months,14.7,660,B2,Current,PA,2-5 years,mortgage,55461,1,29.29,2,20,17.0,11,18519,57.06,0,0,0,1
65494,1322765,2633709,2/15/2016,debtconsolidation,0.0,19703.0,36 months,9.63,632,B1,Current,AR,2-5 years,rent,54088,1,18.61,2,16,9.0,9,17461,65.95,0,6,6,3
65495,1291155,2836535,4/17/2016,debtconsolidation,0.0,25153.0,60 months,8.5,516,A2,Current,NE,< 1 year,mortgage,51346,0,9.71,27,17,15.0,15,15260,59.79,0,1,1,1
65496,1365760,2722055,1/25/2016,debtconsolidation,0.0,26279.0,48 months,10.65,675,C1,Current,WI,2-5 years,own,52043,1,18.84,3,10,9.0,3,13566,61.74,0,3,3,0
65497,1813302,2200399,2/14/2016,debtconsolidation,0.0,33725.0,36 months,12.15,1123,C2,Current,FL,< 1 year,mortgage,58271,0,21.53,20,15,14.0,13,14705,49.2,10,14,9,2
65498,1742500,2144561,1/6/2016,debtconsolidation,0.0,28048.0,48 months,12.55,746,E3,Current,AR,< 1 year,rent,58421,1,19.6,2,23,19.0,13,15307,77.19,0,0,0,11
65499,1081543,2220514,5/29/2016,debtconsolidation,0.0,15106.0,36 months,7.4,469,B2,Current,IA,2-5 years,rent,54480,0,9.68,5,10,6.0,6,13696,89.71,0,0,0,0
65500,1890869,2027329,9/3/2014,debtconsolidation,0.0,18886.0,48 months,15.53,531,D2,Current,ID,1 year,rent,56050,0,19.97,34,18,16.0,11,15283,51.9,0,0,0,1
65501,1461103,2582171,1/16/2015,homeimprovement,1.0,25340.0,48 months,11.28,658,A3,Current,IA,< 1 year,mortgage,55811,1,23.52,5,15,12.0,6,12322,50.76,0,0,0,11
65502,1777671,2143362,8/17/2014,debtconsolidation,0.0,9514.0,36 months,5.08,285,A2,Current,DC,2-5 years,rent,56130,1,14.42,10,28,24.0,19,13650,76.97,0,0,0,1
65503,1562402,2708410,10/18/2015,debtconsolidation,0.0,11911.0,36 months,10.65,388,A1,Current,WA,< 1 year,mortgage,54490,0,22.75,25,22,12.0,5,17717,55.47,0,0,0,2
65504,1312445,2448496,11/17/2015,debtconsolidation,0.0,17629.0,48 months,9.51,443,A2,Current,MT,6-9 years,own,62369,1,26.14,5,10,6.0,5,16098,87.87,0,0,0,0
65505,1040007,2564591,2/11/2016,debtconsolidation,0.0,19514.0,36 months,9.18,622,A2,Current,SD,1 year,rent,52065,1,13.36,4,12,8.0,6,17484,63.16,0,0,0,0
65506,1257293,2671312,12/17/2015,debtconsolidation,0.0,20657.0,60 months,13.65,477,B1,Current,CA,< 1 year,rent,59269,0,16.89,6,12,7.0,7,17918,87.64,0,0,0,0
65507,1687904,2297080,1/28/2016,debtconsolidation,0.0,14281.0,48 months,16.64,409,E3,Current,DC,1 year,mortgage,56127,1,19.87,1,14,11.0,7,16883,49.01,0,0,0,0
65508,1218334,2234026,3/7/2015,debtconsolidation,0.0,19287.0,60 months,26.09,578,D1,Default,UT,10+ years,rent,52985,1,13.59,31,6,3.0,2,11713,69.14,0,0,0,3
65509,1115319,2854116,11/7/2015,debtconsolidation,0.0,25172.0,48 months,17.57,734,D3,Current,CA,< 1 year,mortgage,55877,1,12.41,2,15,9.0,4,12761,86.0,0,0,0,0
65510,1729147,2603537,6/8/2014,debtconsolidation,0.0,20051.0,36 months,15.69,702,A3,Current,OK,2-5 years,rent,63500,1,15.82,5,10,8.0,7,15844,72.59,0,0,0,0
65511,1814572,2442614,5/6/2015,debtconsolidation,0.0,16803.0,60 months,10.02,357,D1,Current,CO,6-9 years,rent,54623,1,16.17,2,14,10.0,7,13024,66.21,0,0,0,0
65512,1744970,2899844,10/17/2014,debtconsolidation,0.0,16804.0,48 months,6.69,400,C1,Current,IA,10+ years,mortgage,51794,1,5.03,40,15,8.0,3,15320,65.49,0,0,0,2
65513,1855549,2187414,12/18/2015,debtconsolidation,0.0,26966.0,36 months,8.55,852,C3,Current,LA,10+ years,own,53088,1,11.19,28,6,4.0,1,13740,61.5,0,18,13,1
65514,1466084,2795785,12/31/2014,debtconsolidation,0.0,22583.0,60 months,11.36,495,D1,Default,KS,< 1 year,mortgage,63954,1,18.13,9,13,9.0,6,16197,70.81,0,0,0,0
65515,1014768,2455612,6/20/2016,debtconsolidation,0.0,18516.0,36 months,17.36,663,C1,Current,WA,6-9 years,mortgage,54914,0,8.47,10,9,8.0,7,19367,45.05,0,0,0,1
65516,1234964,2047112,6/3/2015,debtconsolidation,0.0,18451.0,36 months,8.33,581,A2,Current,SD,6-9 years,mortgage,49739,1,16.9,30,15,9.0,4,15344,76.9,0,0,0,1
65517,1007301,2377617,1/18/2016,auto,0.0,20644.0,48 months,12.15,545,B2,Current,MS,6-9 years,own,50238,1,16.83,5,15,8.0,4,20315,74.69,0,0,0,0
65518,1892394,2098319,8/16/2015,debtconsolidation,0.0,15878.0,48 months,14.37,437,B2,Current,NV,2-5 years,own,49697,1,10.26,2,16,14.0,9,13970,73.22,0,0,0,0
65519,1436121,2320585,11/14/2015,debtconsolidation,0.0,20681.0,36 months,14.54,712,B3,Current,WA,2-5 years,rent,58417,1,13.62,1,21,16.0,15,14470,62.68,0,0,0,0
65520,1808149,2379546,8/9/2015,debtconsolidation,0.0,27864.0,36 months,6.7,857,A1,Current,IL,2-5 years,rent,53942,1,9.66,8,21,14.0,7,12810,80.31,0,0,0,9
65521,1754545,2543172,2/3/2015,debtconsolidation,0.0,18063.0,60 months,9.28,377,C1,Current,SD,6-9 years,rent,58624,0,14.98,4,12,10.0,6,18010,69.05,0,0,0,0
65522,1579944,2725514,2/14/2015,debtconsolidation,0.0,23647.0,60 months,7.31,472,B2,Current,KY,10+ years,own,55281,1,11.84,3,15,12.0,8,16219,68.56,0,0,0,1
65523,1589434,2138510,12/10/2014,education,0.0,25978.0,36 months,20.03,966,B2,Current,CA,6-9 years,own,52212,1,13.24,25,17,10.0,9,14500,52.01,0,0,0,2
65524,1354835,2392144,9/9/2015,debtconsolidation,0.0,18689.0,48 months,4.73,428,B1,Current,WA,1 year,own,55078,0,5.61,3,16,8.0,3,12400,63.76,0,0,0,0
65525,1637932,2778969,9/16/2015,debtconsolidation,0.0,18726.0,60 months,5.86,361,B1,Current,NY,< 1 year,mortgage,51386,1,18.24,9,13,7.0,6,13866,49.93,1,0,0,2
65526,1663398,2343327,3/9/2015,homeimprovement,0.0,20715.0,60 months,6.37,404,A2,Current,DE,6-9 years,own,54988,0,15.94,1,19,10.0,7,16307,13.88,0,0,0,1
65527,1421332,2715124,2/7/2016,other,0.0,21136.0,60 months,18.67,544,B3,Current,GA,1 year,mortgage,51948,0,17.5,9,13,8.0,7,12515,54.25,0,15,12,0
65528,1882740,2128587,9/2/2014,debtconsolidation,0.0,12113.0,60 months,7.68,244,B2,Current,GA,6-9 years,own,55192,1,6.21,22,11,7.0,3,19385,56.67,0,0,0,0
65529,1767949,2116602,1/29/2016,debtconsolidation,0.0,17371.0,48 months,13.81,473,C3,Current,ID,< 1 year,mortgage,57589,1,9.83,3,21,13.0,9,10620,76.45,0,0,0,0
65530,1615876,2563227,12/20/2015,debtconsolidation,0.0,21941.0,36 months,12.36,733,A2,Current,AZ,6-9 years,own,59631,0,16.6,8,14,8.0,5,14189,45.22,4,0,0,1
65531,1611286,2462721,5/16/2014,debtconsolidation,0.0,16020.0,36 months,10.23,519,A2,Current,WA,6-9 years,rent,52484,0,6.17,8,7,7.0,3,9670,47.63,0,0,0,1
65532,1012495,2680368,2/4/2015,debtconsolidation,0.0,16235.0,36 months,14.48,559,A2,Current,NJ,10+ years,rent,53484,1,10.86,5,15,11.0,4,13317,63.51,0,0,0,1
65533,1051349,2131426,5/3/2015,debtconsolidation,0.0,13646.0,36 months,8.4,430,C1,Current,IN,2-5 years,rent,55891,1,19.28,21,22,16.0,14,10834,70.14,0,0,0,0
65534,1345299,2462818,9/3/2015,debtconsolidation,0.0,16329.0,36 months,10.22,529,B3,Current,TX,2-5 years,mortgage,56435,1,12.19,4,24,21.0,17,13510,67.15,0,0,0,1
65535,1137233,2450835,1/24/2015,debtconsolidation,0.0,21257.0,60 months,22.14,589,C3,Default,MT,10+ years,own,56187,0,24.07,22,11,7.0,5,14822,55.52,0,0,0,9
65536,1103292,2292496,9/24/2014,debtconsolidation,0.0,23269.0,36 months,13.58,791,B2,Current,NH,< 1 year,mortgage,52403,1,24.17,10,18,11.0,6,19241,36.66,0,0,0,3
65537,1205809,2070716,12/4/2014,debtconsolidation,0.0,14998.0,36 months,9.95,484,A1,Current,CO,< 1 year,rent,55978,0,18.72,9,20,13.0,8,15634,55.47,0,0,0,0
65538,1089281,2836512,9/13/2015,debtconsolidation,0.0,24178.0,48 months,6.8,577,A1,Current,FL,2-5 years,mortgage,52603,0,21.82,3,12,7.0,5,14107,64.13,0,0,0,0
65539,1825493,2109508,4/30/2016,debtconsolidation,0.0,24601.0,60 months,9.18,513,C2,Current,LA,< 1 year,own,51697,0,8.22,9,15,9.0,4,15503,68.85,0,0,0,0
65540,1042050,2747225,6/6/2016,homeimprovement,0.0,24561.0,60 months,6.76,484,A1,Current,CA,6-9 years,rent,55652,0,22.21,19,17,16.0,12,14817,44.19,0,16,12,0
65541,1636884,2671028,12/1/2014,debtconsolidation,0.0,14805.0,36 months,8.57,468,D2,Current,CT,< 1 year,own,56780,1,12.84,7,15,12.0,12,16064,67.22,1,0,0,16
